Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Pediatric Surgery,SS,Congenital Diaphragmatic Hernia,SS013A,Congenital Diaphragmatic Hernia,25000
Pediatric Surgery,SS,Exomphalos / Gastroschisis,SS014A,Exomphalos,25000
Pediatric Surgery,SS,Exomphalos / Gastroschisis,SS014B,Gastroschisis,25000
Pediatric Surgery,SS,Hernia & Hydrocele,SS015A,Hernia & Hydrocele,20000
Pediatric Surgery,SS,Retro - Peritoneal Lymphangioma Excision,SS016A,Retro - Peritoneal Lymphangioma Excision,25000
Pediatric Surgery,SS,Surgery for Sacrococcygeal Teratoma,SS017A,Surgery for Sacrococcygeal Teratoma,20000
Pediatric Surgery,SS,Surgery for Congenital Lobar Emphysema,SS018A,Surgery for Congenital Lobar Emphysema,25000
Pediatric Surgery,SS,Undescended Testis,SS019A,Bilateral - Palpable + Nonpalpable,15000
Pediatric Surgery,SS,Undescended Testis,SS019B,Bilateral Palpable,15000
Pediatric Surgery,SS,Undescended Testis,SS019C,Bilateral Non - Palpable,20000
Pediatric Surgery,SS,Undescended Testis,SS019D,Unilateral - Palpable,15000
Pediatric Surgery,SS,Undescended Testis,SS019E,Reexploration / Second Stage,20000
Pediatric Surgery,SS,Excision of accessory auricle,SS020A,Excision of accessory auricle,19000
Pediatric Surgery,SS,MACROSTOMIA REPAIR,SS021A,Repair of macrostomia,39000
Pediatric Surgery,SS,PARATHYROIDECTOMY,SS022A,Parathyroidectomy,39000
Pediatric Surgery,SS,STENSON'S DUCT DILATATION,SS023A,Dilatation of Stenson's duct,11000
Pediatric Surgery,SS,SUPERNUMMERY DIGIT EXISION,SS024A,Excision of supernumerary digit,14000
Pediatric Surgery,SS,SYNDACTYLY,SS025A,Syndactyly repair ,35000
Pediatric Surgery,SS,TONGUE LACERATION,SS026A,Repair of tongue laceration,14000
Pediatric Surgery,SS,TORTICOLLIS,SS027A,Sternomastoid division,15000
Pediatric Surgery,SS,LIVER TRAUMA NON-OP,SS028A,Non-operative management of liver trauma,40000
Pediatric Surgery,SS,PORTAL HYPERTENSION,SS029A,NON-SHUNTS,45000
Pediatric Surgery,SS,CONJOINED TWINS,SS030A,Separation of twins,95000
Pediatric Surgery,SS,ESOPHAGEAL ATRESIA/TEF,SS031A,PRIMARY REPAIR,65000
Pediatric Surgery,SS,MALROTATION,SS032A,Ladd's procedure,39000
Pediatric Surgery,SS,POSTERIOR URETHERAL VALVES,SS033A,VESICOSTOMY,41000
Pediatric Surgery,SS,SPLENORRHAPHY,SS034A,Splenorapphy,31000
Pediatric Surgery,SS,ESOPHAGEAL DILATATION,SS035A,Esophageal dilatation,30000
Pediatric Surgery,SS,OPEN KIDNEY BIOPSY,SS036A,Kidney biopsy,33000
Pediatric Surgery,SS,APPENDICO-VESICOSTOMY/Mitraffanof,SS037A,Appendicovesicostomy or Monti procedure ,43000
Pediatric Surgery,SS,VESICOSTOMY,SS038A,Vesicostomy,28000
Pediatric Surgery,SS,SUPRAGLOTTOPLASTY,SS039A,Supra-glotoplasty,27000
Pediatric Surgery,SS,SINGLE STAGE AIRWAY RECONSTRUCTION,SS040A,Airway reconstruction,55000
Pediatric Surgery,SS, STAGED AIRWAY RECONSTRUCTION,SS041A,Staged airway reconstruction,50000
Pediatric Surgery,SS,SLIDE TRACHEOPLASTY,SS042A,Slide tracheoplasty,60000
General Surgery,SG,Conservative Management of Head Injury,ST001A,Severe,1000
Neurosurgery,SN,Conservative Management of Head Injury,ST001A,Severe,1000
Orthopaedics,SB,Conservative Management of Head Injury,ST001A,Severe,1000
Polytrauma,ST,Conservative Management of Head Injury,ST001A,Severe,1000
General Surgery,SG,Conservative Management of Head Injury,ST001B,Depressed Fracture,5000
Neurosurgery,SN,Conservative Management of Head Injury,ST001B,Depressed Fracture,5000
Orthopaedics,SB,Conservative Management of Head Injury,ST001B,Depressed Fracture,5000
Polytrauma,ST,Conservative Management of Head Injury,ST001B,Depressed Fracture,5000
General Surgery,SG,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
Neurosurgery,SN,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
Oral & Maxillofacial Surgery,SM,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
Orthopaedics,SB,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
Polytrauma,ST,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000
General Surgery,SG,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003A,Subdural hematoma along with fixation of fracture of single long bone,60000
Neurosurgery,SN,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003A,Subdural hematoma along with fixation of fracture of single long bone,60000
Orthopaedics,SB,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003A,Subdural hematoma along with fixation of fracture of single long bone,60000
Polytrauma,ST,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003A,Subdural hematoma along with fixation of fracture of single long bone,60000
General Surgery,SG,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003B,Extradural hematoma along with fixation of fracture of single long bone,60000
Neurosurgery,SN,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003B,Extradural hematoma along with fixation of fracture of single long bone,60000
Orthopaedics,SB,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003B,Extradural hematoma along with fixation of fracture of single long bone,60000
Polytrauma,ST,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003B,Extradural hematoma along with fixation of fracture of single long bone,60000
General Surgery,SG,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000
Neurosurgery,SN,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000
Orthopaedics,SB,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000
Polytrauma,ST,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000
General Surgery,SG,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000
Neurosurgery,SN,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000
Orthopaedics,SB,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000
Polytrauma,ST,Craniotomy and evacuation of Haematoma with fixation of fracture of long bone,ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000
General Surgery,SG,Management of Chest injury with fracture of Long bone,ST004A,Management of Chest injury with fixation of Single Long bone,30000
Neurosurgery,SN,Management of Chest injury with fracture of Long bone,ST004A,Management of Chest injury with fixation of Single Long bone,30000
Orthopaedics,SB,Management of Chest injury with fracture of Long bone,ST004A,Management of Chest injury with fixation of Single Long bone,30000
Polytrauma,ST,Management of Chest injury with fracture of Long bone,ST004A,Management of Chest injury with fixation of Single Long bone,30000
General Surgery,SG,Management of Chest injury with fracture of Long bone,ST004B,Management of Chest injury with fixation of 2 or more Long bones,45000
Neurosurgery,SN,Management of Chest injury with fracture of Long bone,ST004B,Management of Chest injury with fixation of 2 or more Long bones,45000
Orthopaedics,SB,Management of Chest injury with fracture of Long bone,ST004B,Management of Chest injury with fixation of 2 or more Long bones,45000
Polytrauma,ST,Management of Chest injury with fracture of Long bone,ST004B,Management of Chest injury with fixation of 2 or more Long bones,45000
General Surgery,SG,Management of Visceral injury and fracture long bone,ST005A,Surgical intervention for Visceral injury and fixation of fracture of single long bone,30000
Neurosurgery,SN,Management of Visceral injury and fracture long bone,ST005A,Surgical intervention for Visceral injury and fixation of fracture of single long bone,30000
Orthopaedics,SB,Management of Visceral injury and fracture long bone,ST005A,Surgical intervention for Visceral injury and fixation of fracture of single long bone,30000
Polytrauma,ST,Management of Visceral injury and fracture long bone,ST005A,Surgical intervention for Visceral injury and fixation of fracture of single long bone,30000
General Surgery,SG,Management of Visceral injury and fracture long bone,ST005B,Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones,45000
Neurosurgery,SN,Management of Visceral injury and fracture long bone,ST005B,Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones,45000
Orthopaedics,SB,Management of Visceral injury and fracture long bone,ST005B,Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones,45000
Polytrauma,ST,Management of Visceral injury and fracture long bone,ST005B,Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones,45000
General Surgery,SG,Internal fixation of Pelviacetabular fracture,ST006A,Internal fixation of Pelviacetabular fracture,40000
Neurosurgery,SN,Internal fixation of Pelviacetabular fracture,ST006A,Internal fixation of Pelviacetabular fracture,40000
Orthopaedics,SB,Internal fixation of Pelviacetabular fracture,ST006A,Internal fixation of Pelviacetabular fracture,40000
Polytrauma,ST,Internal fixation of Pelviacetabular fracture,ST006A,Internal fixation of Pelviacetabular fracture,40000
General Surgery,SG,Internal fixation with Flap cover Surgery for wound in compound fracture,ST007A,Internal fixation with Flap cover Surgery for wound in compound fracture,40000
Neurosurgery,SN,Internal fixation with Flap cover Surgery for wound in compound fracture,ST007A,Internal fixation with Flap cover Surgery for wound in compound fracture,40000
Orthopaedics,SB,Internal fixation with Flap cover Surgery for wound in compound fracture,ST007A,Internal fixation with Flap cover Surgery for wound in compound fracture,40000
Polytrauma,ST,Internal fixation with Flap cover Surgery for wound in compound fracture,ST007A,Internal fixation with Flap cover Surgery for wound in compound fracture,40000
General Surgery,SG,Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery,ST008A,Emergency tendons repair ± Peripheral Nerve repair,30000
Neurosurgery,SN,Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery,ST008A,Emergency tendons repair ± Peripheral Nerve repair,30000
Orthopaedics,SB,Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery,ST008A,Emergency tendons repair ± Peripheral Nerve repair,30000
Polytrauma,ST,Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery,ST008A,Emergency tendons repair ± Peripheral Nerve repair,30000
General Surgery,SG,Management of Nerve Plexus / Tendon injuries,ST009A,"Nerve and/ or tendon injury
A. Wound exploration and closure
B. Nerve repair
C. Tendon repair ",0
Neurosurgery,SN,Management of Nerve Plexus / Tendon injuries,ST009A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair ,0
Orthopaedics,SB,Management of Nerve Plexus / Tendon injuries,ST009A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair ,0
Polytrauma,ST,Management of Nerve Plexus / Tendon injuries,ST009A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair ,0
General Surgery,SG,Management of Nerve Plexus / Tendon injuries,ST009B,"Nerve and/ or tendon injury
A. Wound exploration and closure
B. Nerve graft
C. Tendon graft/ transfer",0
Neurosurgery,SN,Management of Nerve Plexus / Tendon injuries,ST009B,"Nerve and/ or tendon injury
A. Wound exploration and closure
B. Nerve graft
C. Tendon graft/ transfer",0
Orthopaedics,SB,Management of Nerve Plexus / Tendon injuries,ST009B,"Nerve and/ or tendon injury
A. Wound exploration and closure
B. Nerve graft
C. Tendon graft/ transfer",0
Polytrauma,ST,Management of Nerve Plexus / Tendon injuries,ST009B,"Nerve and/ or tendon injury
A. Wound exploration and closure
B. Nerve graft
C. Tendon graft/ transfer",0
General Surgery,SG,Management of Nerve Plexus / Tendon injuries,ST009C,Tendon injury repair,50000
Neurosurgery,SN,Management of Nerve Plexus / Tendon injuries,ST009C,Tendon injury repair,50000
Orthopaedics,SB,Management of Nerve Plexus / Tendon injuries,ST009C,Tendon injury repair,50000
Polytrauma,ST,Management of Nerve Plexus / Tendon injuries,ST009C,Tendon injury repair,50000
General Surgery,SG,Management of Nerve Plexus / Tendon injuries,ST009D,Tendon graft repair,50000
Neurosurgery,SN,Management of Nerve Plexus / Tendon injuries,ST009D,Tendon graft repair,50000
Orthopaedics,SB,Management of Nerve Plexus / Tendon injuries,ST009D,Tendon graft repair,50000
Polytrauma,ST,Management of Nerve Plexus / Tendon injuries,ST009D,Tendon graft repair,50000
General Surgery,SG,Management of Nerve Plexus / Tendon injuries,ST009E,Tendon Transfer,20000
Neurosurgery,SN,Management of Nerve Plexus / Tendon injuries,ST009E,Tendon Transfer,20000
Orthopaedics,SB,Management of Nerve Plexus / Tendon injuries,ST009E,Tendon Transfer,20000
Polytrauma,ST,Management of Nerve Plexus / Tendon injuries,ST009E,Tendon Transfer,20000
General Surgery,SG,Plexus injury along with Vascular injury repair / graft,ST010A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair D. Vascular repair/graft,0
Neurosurgery,SN,Plexus injury along with Vascular injury repair / graft,ST010A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair D. Vascular repair/graft,0
Orthopaedics,SB,Plexus injury along with Vascular injury repair / graft,ST010A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair D. Vascular repair/graft,0
Polytrauma,ST,Plexus injury along with Vascular injury repair / graft,ST010A,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair D. Vascular repair/graft,0
General Surgery,SG,Plexus injury along with Vascular injury repair / graft,ST010B,Plexus injury along with Vascular injury graft,60000
Neurosurgery,SN,Plexus injury along with Vascular injury repair / graft,ST010B,Plexus injury along with Vascular injury graft,60000
Orthopaedics,SB,Plexus injury along with Vascular injury repair / graft,ST010B,Plexus injury along with Vascular injury graft,60000
Polytrauma,ST,Plexus injury along with Vascular injury repair / graft,ST010B,Plexus injury along with Vascular injury graft,60000
Pediatric Surgery,SS,Adrenalectomy,SU001A,Open,30000
Urology,SU,Adrenalectomy,SU001A,Open,30000
Pediatric Surgery,SS,Adrenalectomy,SU001B,Lap.,35000
Urology,SU,Adrenalectomy,SU001B,Lap.,35000
Pediatric Surgery,SS,Nephrectomy,SU003A,For Benign pathology - Open,46600
Surgical Oncology,SC,Nephrectomy,SU003A,For Benign pathology - Open,46600
Urology,SU,Nephrectomy,SU003A,For Benign pathology - Open,46600
Pediatric Surgery,SS,Nephrectomy,SU003B,For Benign pathology - Lap.,52000
Surgical Oncology,SC,Nephrectomy,SU003B,For Benign pathology - Lap.,52000
Urology,SU,Nephrectomy,SU003B,For Benign pathology - Lap.,52000
Pediatric Surgery,SS,Nephrectomy,SU003C,Radical (Renal tumor) - Open ,46600
Surgical Oncology,SC,Nephrectomy,SU003C,Radical (Renal tumor) - Open ,46600
Urology,SU,Nephrectomy,SU003C,Radical (Renal tumor) - Open ,46600
Pediatric Surgery,SS,Nephrectomy,SU003D,Radical (Renal tumor) - Lap.,52000
Surgical Oncology,SC,Nephrectomy,SU003D,Radical (Renal tumor) - Lap.,52000
Urology,SU,Nephrectomy,SU003D,Radical (Renal tumor) - Lap.,52000
Pediatric Surgery,SS,Nephrectomy - Partial or Hemi,SU004A,Open,61900
Surgical Oncology,SC,Nephrectomy - Partial or Hemi,SU004A,Open,61900
Urology,SU,Nephrectomy - Partial or Hemi,SU004A,Open,61900
Pediatric Surgery,SS,Nephrectomy - Partial or Hemi,SU004B,Lap.,65700
Surgical Oncology,SC,Nephrectomy - Partial or Hemi,SU004B,Lap.,65700
Urology,SU,Nephrectomy - Partial or Hemi,SU004B,Lap.,65700
Urology,SU,Nephrolithotomy,SU005A,Open,30375
Urology,SU,Nephrolithotomy,SU005B,Anatrophic,30375
Urology,SU,PCNL (Percutaneous Nephrolithotomy),SU007A,PCNL (Percutaneous Nephrolithotomy),45000
Interventional Neuroradiology,IN,Nephrostomy - Percutaneous ultrasound guided,SU008A,Nephrostomy - Percutaneous ultrasound guided,15000
Pediatric Surgery,SS,Nephrostomy - Percutaneous ultrasound guided,SU008A,Nephrostomy - Percutaneous ultrasound guided,15000
Urology,SU,Nephrostomy - Percutaneous ultrasound guided,SU008A,Nephrostomy - Percutaneous ultrasound guided,15000
Urology,SU,Torsion of testis,SU0100A,Torsion of testis,15000
Urology,SU,Follow up for urological procedures,SU0101A,Follow up for urological procedures,1500
Pediatric Surgery,SS,Nephro ureterectomy (Benign),SU010A,Open,46600
Surgical Oncology,SC,Nephro ureterectomy (Benign),SU010A,Open,46600
Urology,SU,Nephro ureterectomy (Benign),SU010A,Open,46600
Pediatric Surgery,SS,Nephro ureterectomy (Benign),SU010B,Lap.,52000
Surgical Oncology,SC,Nephro ureterectomy (Benign),SU010B,Lap.,52000
Urology,SU,Nephro ureterectomy (Benign),SU010B,Lap.,52000
Pediatric Surgery,SS,Nephro ureterectomy with cuff of bladder,SU011A,Open,46600
Surgical Oncology,SC,Nephro ureterectomy with cuff of bladder,SU011A,Open,46600
Urology,SU,Nephro ureterectomy with cuff of bladder,SU011A,Open,46600
Pediatric Surgery,SS,Nephro ureterectomy with cuff of bladder,SU011B,Lap.,52000
Surgical Oncology,SC,Nephro ureterectomy with cuff of bladder,SU011B,Lap.,52000
Urology,SU,Nephro ureterectomy with cuff of bladder,SU011B,Lap.,52000
Urology,SU,Perinephric Abscess drainage,SU013A,Open,20000
Urology,SU,Perinephric Abscess drainage,SU013B,Percutaneous,15000
Urology,SU,Ureteroscopy + Stone removal with lithotripsy,SU014A,Lower Ureter,35000
Urology,SU,Ureteroscopy + Stone removal with lithotripsy,SU014B,Upper Ureter,42500
Urology,SU,Extracoporeal shock - wave Lithotripsy (ESWL),SU016A,"Extracoporeal shock - wave Lithotripsy (ESWL) stone, with or without stent (one side)",20000
Pediatric Surgery,SS,Ureterolithotomy,SU018A,Open,22875
Urology,SU,Ureterolithotomy,SU018A,Open,22875
Pediatric Surgery,SS,Ureterolithotomy,SU018B,Lap.,22500
Urology,SU,Ureterolithotomy,SU018B,Lap.,22500
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021A,Pyeloplasty - Open,44000
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021A,Pyeloplasty - Open,44000
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021B,Pyeloplasty - Laparoscopic,49300
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021B,Pyeloplasty - Laparoscopic,49300
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021C,Pyeloureterostomy - Open,30938
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021C,Pyeloureterostomy - Open,30938
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021D,Pyeloureterostomy - Laparoscopic,34688
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021D,Pyeloureterostomy - Laparoscopic,34688
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021E,Pyelopyelostomy - Open,30938
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021E,Pyelopyelostomy - Open,30938
Pediatric Surgery,SS,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021F,Pyelopyelostomy - Laparoscopic,34688
Urology,SU,Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy,SU021F,Pyelopyelostomy - Laparoscopic,34688
Pediatric Surgery,SS,Ureterocalycostomy,SU023A,Ureterocalycostomy - Open,45300
Urology,SU,Ureterocalycostomy,SU023A,Ureterocalycostomy - Open,45300
Pediatric Surgery,SS,Ureterocalycostomy,SU023B,Ureterocalycostomy - Laparoscopic,50600
Urology,SU,Ureterocalycostomy,SU023B,Ureterocalycostomy - Laparoscopic,50600
Pediatric Surgery,SS,Pyelolithotomy,SU024A,Open ,29925
Urology,SU,Pyelolithotomy,SU024A,Open ,29925
Pediatric Surgery,SS,Pyelolithotomy,SU024B,Lap.,29925
Urology,SU,Pyelolithotomy,SU024B,Lap.,29925
Urology,SU,Internal Ureterotomy including cystoscopy as an independent procedure,SU025A,Internal Ureterotomy including cystoscopy as an independent procedure,10125
Urology,SU,"Ureterolysis for retroperitoneal fibrosis
(with or without omental wrapping)",SU026A,Open ,29925
Urology,SU,"Ureterolysis for retroperitoneal fibrosis
(with or without omental wrapping)",SU026B,Lap.,29250
Pediatric Surgery,SS,Ureterostomy,SU027A,Ureterostomy (Cutaneous),20000
Urology,SU,Ureterostomy,SU027A,Ureterostomy (Cutaneous),20000
Pediatric Surgery,SS,Uretero-ureterostomy,SU028A,Open ,30000
Urology,SU,Uretero-ureterostomy,SU028A,Open ,30000
Pediatric Surgery,SS,Uretero-ureterostomy,SU028B,Lap.,33750
Urology,SU,Uretero-ureterostomy,SU028B,Lap.,33750
Obstetrics & Gynecology,SO,Uretero-vaginal / Uterine fistula repair,SU029A,Uretero - vaginal fistula repair - Open,37300
Urology,SU,Uretero-vaginal / Uterine fistula repair,SU029A,Uretero - vaginal fistula repair - Open,37300
Obstetrics & Gynecology,SO,Uretero-vaginal / Uterine fistula repair,SU029B,Uretero - Uterine fistula repair - Open,37300
Urology,SU,Uretero-vaginal / Uterine fistula repair,SU029B,Uretero - Uterine fistula repair - Open,37300
Obstetrics & Gynecology,SO,Uretero-vaginal / Uterine fistula repair,SU029C,Uretero - vaginal fistula repair - Laparoscopic,37300
Urology,SU,Uretero-vaginal / Uterine fistula repair,SU029C,Uretero - vaginal fistula repair - Laparoscopic,37300
Obstetrics & Gynecology,SO,Uretero-vaginal / Uterine fistula repair,SU029D,Uretero - Uterine fistula repair - Laparoscopic,37300
Urology,SU,Uretero-vaginal / Uterine fistula repair,SU029D,Uretero - Uterine fistula repair - Laparoscopic,37300
Pediatric Surgery,SS,Ureteric reimplantation,SU030A,Open ,36300
Urology,SU,Ureteric reimplantation,SU030A,Open ,36300
Pediatric Surgery,SS,Ureteric reimplantation,SU030B,Lap.,36300
Urology,SU,Ureteric reimplantation,SU030B,Lap.,36300
Urology,SU,Boari flap for ureteric stricture,SU031A,Open ,45300
Urology,SU,Boari flap for ureteric stricture,SU031B,Lap.,48000
Urology,SU,Ileal replacement for ureteric stricture,SU032A,Ileal replacement for ureteric stricture,80000
Pediatric Surgery,SS,"DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram",SU033A,"DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram",10080
Urology,SU,"DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram",SU033A,"DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram",10080
Urology,SU,DJ Stent Removal,SU034A,DJ Stent Removal,5000
Urology,SU,"Ureterocele incision including cystoscopy, ureteric catheterization, retrograde pyelogram",SU035A,"Ureterocele incision including cystoscopy, ureteric catheterization, retrograde pyelogram",20000
Urology,SU,"Ureteric sampling including cystoscopy, ureteric catheterization, retrograde pyelogram",SU036A,"Ureteric sampling including cystoscopy, ureteric catheterization, retrograde pyelogram",15000
Pediatric Surgery,SS,Acute management of upper urinary tract trauma – conservative,SU037A,"Acute management of upper urinary tract trauma – 
conservative",10000
Urology,SU,Acute management of upper urinary tract trauma – conservative,SU037A,"Acute management of upper urinary tract trauma – 
conservative",10000
Urology,SU,Endopyelotomy,SU038A,Retrograde with laser / bugbee,30000
Urology,SU,Endopyelotomy,SU038B,Antegrade with laser / bugbee,30000
Pediatric Surgery,SS,"Cystolithotomy - Open, including cystoscopy",SU040A,Open - including cystoscopy,28300
Urology,SU,"Cystolithotomy - Open, including cystoscopy",SU040A,Open - including cystoscopy,28300
Pediatric Surgery,SS,"Cystolithotripsy / Urethral Stone endoscopic, including cystoscopy",SU041A,"Cystolithotripsy endoscopic, including cystoscopy",20000
Urology,SU,"Cystolithotripsy / Urethral Stone endoscopic, including cystoscopy",SU041A,"Cystolithotripsy endoscopic, including cystoscopy",20000
Pediatric Surgery,SS,"Cystolithotripsy / Urethral Stone endoscopic, including cystoscopy",SU041B,"Urethral Stone removal endoscopic, including cystoscopy",19912.5
Urology,SU,"Cystolithotripsy / Urethral Stone endoscopic, including cystoscopy",SU041B,"Urethral Stone removal endoscopic, including cystoscopy",19912.5
Pediatric Surgery,SS,Partial Cystectomy,SU043A,Open,26175
Surgical Oncology,SC,Partial Cystectomy,SU043A,Open,26175
Urology,SU,Partial Cystectomy,SU043A,Open,26175
Pediatric Surgery,SS,Partial Cystectomy,SU043B,Lap.,25500
Surgical Oncology,SC,Partial Cystectomy,SU043B,Lap.,25500
Urology,SU,Partial Cystectomy,SU043B,Lap.,25500
Pediatric Surgery,SS,Augmentation cystoplasty,SU045A,Open,45300
Urology,SU,Augmentation cystoplasty,SU045A,Open,45300
Pediatric Surgery,SS,Augmentation cystoplasty,SU045B,Lap.,50600
Urology,SU,Augmentation cystoplasty,SU045B,Lap.,50600
Urology,SU,Deflux for VUR,SU046A,Deflux for VUR(only procedure charge),4200
Pediatric Surgery,SS,Open bladder diverticulectomy with / without ureteric re-implantation,SU048A,Open bladder diverticulectomy with / without ureteric re-implantation,26250
Urology,SU,Open bladder diverticulectomy with / without ureteric re-implantation,SU048A,Open bladder diverticulectomy with / without ureteric re-implantation,26250
Pediatric Surgery,SS,"Bladder injury repair 
(with or without urethral injury)",SU049A,"Bladder injury repair 
(with or without urethral injury)",25500
Urology,SU,"Bladder injury repair 
(with or without urethral injury)",SU049A,"Bladder injury repair 
(with or without urethral injury)",25500
Pediatric Surgery,SS,"Bladder injury repair with colostomy 
(with or without urethral injury)",SU050A,"Bladder injury repair with colostomy 
(with or without urethral injury)",41300
Urology,SU,"Bladder injury repair with colostomy 
(with or without urethral injury)",SU050A,"Bladder injury repair with colostomy 
(with or without urethral injury)",41300
Pediatric Surgery,SS,Extrophy Bladder repair including osteotomy if needed + epispadias repair + ureteric reimplant,SU051A,Extrophy Bladder repair including osteotomy if needed + epispadias repair + ureteric reimplant,80000
Urology,SU,Extrophy Bladder repair including osteotomy if needed + epispadias repair + ureteric reimplant,SU051A,Extrophy Bladder repair including osteotomy if needed + epispadias repair + ureteric reimplant,80000
Pediatric Surgery,SS,Neurogenic bladder - Package for evaluation / investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics),SU052A,Neurogenic bladder - Package for evaluation / investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics),14300
Urology,SU,Neurogenic bladder - Package for evaluation / investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics),SU052A,Neurogenic bladder - Package for evaluation / investigation (catheter + ultrasound + culture + RGU/ MCU) for 1 month (medicines - antibiotics),14300
Urology,SU,Bladder Neck incision - Endoscopic,SU054A,Bladder Neck incision - Endoscopic,16500
Surgical Oncology,SC,"TURBT 
(Transurethral Resection of the Bladder Tumor)",SU055A,"TURBT 
(Transurethral Resection of the Bladder Tumor)",29062.5
Urology,SU,"TURBT 
(Transurethral Resection of the Bladder Tumor)",SU055A,"TURBT 
(Transurethral Resection of the Bladder Tumor)",29062.5
Surgical Oncology,SC,TURBT - Restage,SU056A,TURBT - Restage,19800
Urology,SU,TURBT - Restage,SU056A,TURBT - Restage,19800
